name,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,time_signature,valence,rock_era
"Anarchy In The U.K. - Live From Finsbury Park,London,United Kingdom/1996",Sex Pistols,1996,0.14,0.36,0.28,0,0.95,0,0.36,0.97,0.75,0.11,0.62,4,0.29,Sweet Rock
Drive,Incubus,1999,0.16,0.88,0.65,0.06,0.79,0.01,0.36,0.11,0.73,0.07,0.42,4,0.67,Sweet Rock
Somebody to Love,Jefferson Airplane,1967,0.11,0.86,0.51,0.41,0.58,0,0.36,0.31,0.68,0.06,0.61,4,0.66,Old Rock
School's Out,Alice Cooper,1972,0.14,0.8,0.3,0.05,0.75,0.13,0.45,0.67,0.68,0.08,0.62,4,0.35,Old Rock
Respect,Aretha Franklin,1967,0.1,0.87,0.82,0.16,0.56,0,0,0.04,0.79,0.07,0.53,4,0.97,Old Rock
Last Resort,Papa Roach,2000,0.13,0.02,0.59,0,0.89,0,0.36,0.26,0.84,0.11,0.42,4,0.73,Sweet Rock
Refugee,Tom Petty and the Heartbreakers,1979,0.13,0.76,0.59,0.03,0.71,0,0.55,0.06,0.8,0.06,0.53,4,0.77,Old Rock
La Grange - 2005 Remaster,ZZ Top,1973,0.15,0.9,0.55,0,0.64,0.03,0.36,0.19,0.66,0.41,0.37,4,0.61,Old Rock
Bad Moon Rising,Creedence Clearwater Revival,1969,0.09,0.93,0.51,0.06,0.77,0,0.18,0.05,0.77,0.06,0.82,4,0.95,Old Rock
Nights In White Satin - Single Version / Mono Mix,The Moody Blues,1967,0.18,0.81,0.2,0.47,0.48,0.5,0.36,0.06,0.8,0.05,0.39,4,0.17,Old Rock
Bridge Over Troubled Water,Simon & Garfunkel,1970,0.2,0.86,0.15,0.83,0.2,0,0.27,0.1,0.55,0.06,0.37,4,0.27,Old Rock
All Apologies,Nirvana,1993,0.16,0.82,0.45,0.08,0.63,0,0.09,0.08,0.59,0.06,0.52,4,0.36,Sweet Rock
Born in the U.S.A.,Bruce Springsteen,1984,0.19,0.89,0.4,0,0.95,0,0.36,0.09,0.77,0.11,0.56,4,0.59,Sweet Rock
Pour Some Sugar On Me - Remastered 2017,Def Leppard,1987,0.18,0.88,0.27,0,0.95,0,0.09,0.27,0.8,0.17,0.39,4,0.57,Sweet Rock
Better Man,Pearl Jam,1994,0.18,0.8,0.45,0.17,0.67,0,0.18,0.07,0.72,0.07,0.58,4,0.27,Sweet Rock
Over the Hills and Far Away - 1990 Remaster,Led Zeppelin,1973,0.19,0.73,0.42,0.06,0.54,0.07,0.64,0.07,0.55,0.09,0.44,4,0.3,Old Rock
Blister In The Sun,Violent Femmes,1983,0.09,0.82,0.74,0.32,0.54,0,0,0.06,0.69,0.21,0.44,4,0.9,Sweet Rock
Californication,Red Hot Chili Peppers,1999,0.22,0.96,0.6,0,0.77,0,0.82,0.12,0.86,0.05,0.44,4,0.33,Sweet Rock
Roadhouse Blues (Takes 1 & 2) [We're Gonna Have A Real Good Time] - 2020 Remaster,The Doors,2020,0.2,0.39,0.64,0.12,0.46,0,0.36,0.39,0.52,0.1,0.56,4,0.74,Modern Rock
Tiny Dancer,Elton John,1971,0.26,0.94,0.42,0.38,0.43,0,0,0.14,0.63,0.05,0.67,4,0.28,Old Rock
Aqualung,Jethro Tull,1971,0.27,0.77,0.48,0.07,0.48,0.03,0.64,0.08,0.6,0.09,0.56,4,0.67,Old Rock
Knockin' On Heaven's Door,Bob Dylan,1973,0.1,0.87,0.52,0.25,0.39,0.18,0.64,0.1,0.57,0.05,0.64,4,0.23,Old Rock
For What It's Worth,Buffalo Springfield,1966,0.1,0.89,0.66,0.41,0.52,0.02,0.18,0.09,0.65,0.09,0.45,4,0.83,Old Rock
White Rabbit,Jefferson Airplane,1967,0.1,0.82,0.56,0.49,0.29,0,0.18,0.08,0.59,0.05,0.49,4,0.33,Old Rock
What's Going On,Marvin Gaye,1971,0.16,0.69,0.44,0.31,0.73,0,0.09,0.07,0.68,0.09,0.47,4,0.75,Old Rock
You Ain't Seen Nothing Yet,Bachman-Turner Overdrive,1974,0.16,0.83,0.48,0,0.44,0,1,0.21,0.51,0.08,0.54,4,0.77,Old Rock
Thunder Road,Bruce Springsteen,1975,0.19,0.79,0.37,0.63,0.76,0,0.45,0.53,0.78,0.07,0.65,4,0.67,Old Rock
Tumbling Dice,The Rolling Stones,1972,0.15,0.71,0.62,0.5,0.91,0.51,1,0.27,0.82,0.06,0.51,4,0.78,Old Rock
Ruby Tuesday,The Rolling Stones,1967,0.13,0.74,0.53,0.84,0.55,0,0,0.16,0.64,0.05,0.48,4,0.52,Old Rock
Epic,Faith No More,1989,0.2,0.83,0.36,0.02,0.89,0.05,0.36,0.12,0.73,0.22,0.8,4,0.26,Sweet Rock
Crazy Train,Ozzy Osbourne,1980,0.2,0.67,0.46,0.36,0.91,0,0.82,0.25,0.83,0.21,0.63,4,0.48,Old Rock
Live Forever - Remastered,Oasis,1994,0.19,0.29,0.11,0,0.79,0,0.82,0.35,0.82,0.08,0.39,4,0.18,Sweet Rock
Dust in the Wind,Kansas,1977,0.14,0.92,0.48,0.37,0.32,0,0.64,0.1,0.64,0.05,0.43,4,0.39,Old Rock
Pinball Wizard,The Who,1969,0.12,0.81,0.55,0.02,0.72,0,0.18,0.25,0.69,0.06,0.57,4,0.47,Old Rock
In The Air Tonight - 2015 Remastered,Phil Collins,1981,0.23,0.92,0.45,0.55,0.24,0,0,0.06,0.54,0.06,0.87,4,0.3,Old Rock
Burning Down the House,Talking Heads,1983,0.16,0.79,0.79,0.01,0.87,0.01,0.45,0.03,0.57,0.1,0.47,4,0.56,Sweet Rock
Suite: Judy Blue Eyes - 2005 Remaster,"Crosby, Stills & Nash",1969,0.3,0.76,0.46,0.47,0.36,0,0.82,0.19,0.57,0.08,0.71,4,0.3,Old Rock
Paradise By the Dashboard Light,Meat Loaf,1977,0.35,0.8,0.33,0.22,0.87,0,0.18,0.45,0.73,0.22,0.8,4,0.5,Old Rock
Bennie And The Jets - Remastered 2014,Elton John,1973,0.22,0.73,0.67,0.26,0.67,0,0,0.49,0.72,0.09,0.61,4,0.79,Old Rock
Johnny B. Goode,Chuck Berry,1959,0.11,0.89,0.54,0.74,0.8,0,0.91,0.3,0.68,0.14,0.77,4,0.98,Old Rock
One Step Closer,Linkin Park,2000,0.1,0.89,0.5,0,0.97,0,0.82,0.07,0.82,0.09,0.44,4,0.54,Sweet Rock
The Boys Of Summer,Don Henley,1984,0.19,0.9,0.52,0.5,0.55,0.01,0.55,0.17,0.55,0.07,0.81,4,0.92,Sweet Rock
All The Small Things,blink-182,1999,0.11,0.06,0.44,0.01,0.89,0,0,0.54,0.81,0.1,0.68,4,0.7,Sweet Rock
Chop Suey!,System Of A Down,2001,0.14,0.95,0.42,0,0.94,0,0.64,0.12,0.83,0.22,0.58,4,0.29,Sweet Rock
"No Woman, No Cry (Arr. Kanneh-Mason)",Various Artists,2020,0.09,0.05,0.29,0.98,0.02,0.15,0.18,0.11,0.16,0.1,0.37,4,0.21,Modern Rock
Immigrant Song - Remaster,Led Zeppelin,1970,0.1,0.9,0.57,0.01,0.93,0.17,1,0.34,0.66,0.1,0.52,4,0.63,Old Rock
Proud Mary,Various Artists,2020,0.12,0.14,0.68,0.03,0.67,0,0.82,0.1,0.72,0.05,0.56,4,0.68,Modern Rock
The End,The Doors,1967,0.48,0.73,0.35,0.16,0.3,0,0,0.13,0.6,0.05,0.49,4,0.03,Old Rock
Scar Tissue,Red Hot Chili Peppers,1999,0.14,0.92,0.6,0.08,0.72,0,0,0.1,0.81,0.05,0.41,4,0.55,Sweet Rock
Rebel Yell,Billy Idol,1983,0.19,0.86,0.54,0,0.87,0,0.36,0.35,0.8,0.11,0.76,4,0.49,Sweet Rock
Vertigo,U2,2004,0.13,0.61,0.42,0,0.82,0,0.82,0.11,0.83,0.11,0.64,4,0.64,Modern Rock
Times Like These,Foo Fighters,2002,0.18,0.01,0.38,0,0.91,0,0.36,0.31,0.84,0.15,0.66,4,0.28,Modern Rock
I Wanna Be Sedated,Ramones,1978,0.1,0.79,0.57,0.12,0.97,0,1,0.16,0.88,0.07,0.75,4,0.97,Old Rock
It's Only Rock'n'Roll (But I Like It) - Remastered 2009,The Rolling Stones,1974,0.21,0.68,0.62,0.5,0.96,0.01,0.82,0.31,0.83,0.09,0.59,4,0.79,Old Rock
White Wedding - Pt. 1,Billy Idol,1982,0.17,0.82,0.68,0.01,0.81,0,0.82,0.34,0.79,0.07,0.68,4,0.74,Sweet Rock
Sabotage,Beastie Boys,1994,0.12,0.86,0.33,0.03,0.94,0.03,0.55,0.09,0.73,0.19,0.77,4,0.55,Sweet Rock
Brown Eyed Girl,Van Morrison,1967,0.12,0.94,0.5,0.18,0.58,0,0.64,0.4,0.63,0.07,0.69,4,0.92,Old Rock
Somebody To Love - Remastered 2011,Queen,1976,0.2,0.81,0.5,0.19,0.69,0,0.73,0.21,0.74,0.1,0.51,3,0.36,Old Rock
Rockin' in the Free World,Neil Young,1989,0.19,0.79,0.5,0,0.88,0,0.36,0.36,0.8,0.06,0.6,4,0.52,Sweet Rock
Uprising,Muse,2009,0.21,0.9,0.61,0,0.91,0.06,0.18,0.11,0.83,0.14,0.59,4,0.42,Modern Rock
Fake Plastic Trees,Radiohead,1995,0.2,0.82,0.46,0.17,0.23,0.1,0.18,0.19,0.58,0.05,0.34,4,0.14,Sweet Rock
Train in Vain (Stand by Me) - Remastered,The Clash,1979,0.13,0.77,0.77,0.09,0.72,0,0.18,0.12,0.69,0.08,0.56,4,0.98,Old Rock
Lightning Crashes,Live,1994,0.22,0.8,0.39,0.24,0.43,0,1,0.1,0.68,0.08,0.41,4,0.43,Sweet Rock
Wake Me up When September Ends,Green Day,2004,0.19,0.92,0.55,0.02,0.81,0,0.64,0.09,0.8,0.06,0.48,4,0.15,Modern Rock
Be My Baby,The Ronettes,2011,0.11,0.83,0.52,0.18,0.77,0,0.36,0.08,0.74,0.08,0.59,4,0.83,Modern Rock
Get Back - Remastered 2009,The Beatles,1970,0.13,0.76,0.77,0.49,0.59,0.01,0.18,0.61,0.66,0.11,0.56,4,0.34,Old Rock
Are You Gonna Go My Way,Lenny Kravitz,1993,0.14,0.87,0.63,0,0.67,0.01,1,0.32,0.65,0.06,0.59,4,0.78,Sweet Rock
Hey You,Pink Floyd,1979,0.19,0.81,0.6,0.22,0.3,0,0,0.12,0.51,0.05,0.52,4,0.19,Old Rock
Under My Thumb,The Rolling Stones,1966,0.15,0.76,0.74,0.3,0.49,0.21,0.55,0.08,0.55,0.07,0.58,4,0.81,Old Rock
Behind Blue Eyes,The Who,1971,0.15,0.83,0.4,0.21,0.62,0,0.36,0.08,0.71,0.06,0.58,4,0.35,Old Rock
Instant Karma! (We All Shine On) - Remastered 2010,John Lennon,2010,0.13,0.68,0.64,0,0.93,0,0.82,0.09,0.66,0.18,0.55,4,0.15,Modern Rock
Help! - Remastered 2009,The Beatles,1965,0.09,0.86,0.54,0.19,0.73,0,0.55,0.09,0.73,0.06,0.44,4,0.77,Old Rock
Dancing Queen,ABBA,1976,0.15,0.73,0.55,0.38,0.89,0,0.82,0.76,0.76,0.07,0.46,4,0.76,Old Rock
Barracuda,Heart,1977,0.18,0.88,0.55,0.02,0.69,0.11,0.36,0.13,0.56,0.07,0.63,4,0.67,Old Rock
Today - Remastered,The Smashing Pumpkins,1993,0.13,0.73,0.46,0,0.83,0.58,0.73,0.04,0.73,0.05,0.38,4,0.42,Sweet Rock
Radar Love,Golden Earring,2008,0.26,0.75,0.51,0.01,0.72,0,0.09,0.06,0.68,0.08,0.47,4,0.18,Modern Rock
"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,1972,0.19,0.98,0.61,0.43,0.53,0,0.91,0.08,0.68,0.05,0.63,4,0.34,Old Rock
Champagne Supernova - Remastered,Oasis,1995,0.31,0.77,0.3,0.47,0.83,0.08,0.18,0.35,0.84,0.07,0.69,4,0.12,Sweet Rock
Beds Are Burning - Remastered,Midnight Oil,1997,0.17,0.75,0.76,0.01,0.5,0,0,0.08,0.69,0.06,0.55,4,0.34,Sweet Rock
Brass in Pocket - 2006 Remaster,Pretenders,1980,0.12,0.79,0.76,0.37,0.7,0,0.82,0.19,0.78,0.05,0.45,4,0.92,Old Rock
Piece of My Heart,Big Brother & The Holding Company,1968,0.17,0.81,0.45,0.26,0.73,0,0.36,0.16,0.72,0.26,0.74,4,0.57,Old Rock
Tangled up in Blue,Bob Dylan,1975,0.23,0.77,0.43,0.42,0.66,0,0.82,0.09,0.57,0.08,0.46,4,0.56,Old Rock
My Sweet Lord - Remastered 2014,George Harrison,1970,0.19,0.9,0.54,0.1,0.7,0,0.09,0.07,0.69,0.06,0.55,4,0.59,Old Rock
The Joker,Steve Miller Band,1973,0.18,0.9,0.6,0.37,0.45,0,0.45,0.2,0.67,0.07,0.38,4,0.8,Old Rock
American Woman,The Guess Who,1970,0.21,0.76,0.56,0.15,0.73,0.01,0.18,0.42,0.7,0.09,0.43,4,0.37,Old Rock
Bullet With Butterfly Wings - Remastered 2012,The Smashing Pumpkins,1995,0.17,0.86,0.41,0,0.72,0.84,0.91,0.04,0.68,0.11,0.56,4,0.48,Sweet Rock
Would?,Alice In Chains,1992,0.14,0.85,0.31,0,0.83,0,0.55,0.08,0.72,0.07,0.46,4,0.59,Sweet Rock
Heart-Shaped Box,Nirvana,1993,0.19,0.89,0.26,0.2,0.64,0.03,0.09,0.07,0.65,0.1,0.93,4,0.39,Sweet Rock
Closer,Nine Inch Nails,1994,0.25,0.71,0.55,0,0.72,0.67,0.91,0.12,0.7,0.08,0.41,4,0.59,Sweet Rock
Sober,TOOL,1993,0.21,0.81,0.39,0,0.67,0.15,0.18,0.06,0.71,0.06,0.69,4,0.19,Sweet Rock
Magic Carpet Ride,Steppenwolf,1968,0.18,0.83,0.65,0.14,0.65,0.28,0.36,0.02,0.51,0.09,0.51,4,0.81,Old Rock
Rock You Like A Hurricane,Scorpions,1984,0.17,0.01,0.49,0.01,0.6,0,0.64,0.24,0.58,0.09,0.58,4,0.78,Sweet Rock
Last Nite,The Strokes,2001,0.13,0.76,0.63,0.02,0.9,0,0,0.09,0.78,0.05,0.48,4,0.81,Sweet Rock
Fat Bottomed Girls - Remastered 2011,Queen,1978,0.17,0.77,0.34,0.03,0.68,0,0.18,0.33,0.72,0.09,0.41,4,0.41,Old Rock
The Middle,Jimmy Eat World,2001,0.11,0.93,0.65,0.04,0.85,0,0.18,0.05,0.79,0.1,0.74,4,0.91,Sweet Rock
Heroes - 2017 Remaster,David Bowie,1977,0.25,0.89,0.5,0,0.76,0.49,0.64,0.08,0.76,0.05,0.51,4,0.44,Old Rock
Dancing In the Dark,Bruce Springsteen,1984,0.16,0.92,0.53,0.01,0.94,0,0.09,0.18,0.78,0.07,0.68,4,0.5,Sweet Rock
Touch Me,The Doors,1969,0.13,0.76,0.43,0.41,0.9,0.01,0.09,0.11,0.81,0.13,0.5,4,0.78,Old Rock
Louie Louie,The Kingsmen,2006,0.11,0.79,0.63,0.1,0.71,0,0.09,0.09,0.66,0.12,0.56,4,0.96,Modern Rock
Life in the Fast Lane - 2013 Remaster,Eagles,1976,0.19,0.86,0.68,0.1,0.76,0,0.82,0.04,0.74,0.13,0.5,4,0.89,Old Rock
Come Out And Play (Keep â€˜Em Separated),The Offspring,2005,0.13,0.82,0.48,0.05,0.86,0,0.64,0.07,0.84,0.29,0.73,4,0.86,Modern Rock
Moondance - 2013 Remaster,Van Morrison,1970,0.18,0.82,0.61,0.5,0.28,0,0.82,0.14,0.59,0.06,0.31,4,0.57,Old Rock
Float On,Modest Mouse,2004,0.14,0.83,0.66,0.01,0.89,0,0.55,0.08,0.81,0.05,0.46,4,0.56,Modern Rock
Everybody Hurts,R.E.M.,1992,0.22,0.89,0.47,0.62,0.32,0.02,0.18,0.11,0.64,0.05,0.43,3,0.17,Sweet Rock
Summer Of '69,Bryan Adams,1984,0.14,0.98,0.51,0.02,0.84,0,0.18,0.06,0.77,0.07,0.64,4,0.78,Sweet Rock
God Only Knows - Remastered,The Beach Boys,1966,0.11,0.85,0.53,0.25,0.49,0,0.55,0.05,0.73,0.05,0.54,4,0.49,Old Rock
Dani California,Red Hot Chili Peppers,2006,0.19,0.92,0.56,0.02,0.91,0,0,0.34,0.88,0.08,0.44,4,0.74,Modern Rock
Rhiannon,Fleetwood Mac,1975,0.17,0.87,0.73,0.11,0.49,0.1,0.82,0.08,0.52,0.05,0.59,4,0.8,Old Rock
"Tears in Heaven - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Eric Clapton,1992,0.19,0.86,0.7,0.8,0.33,0,0.82,0.7,0.57,0.06,0.36,4,0.43,Sweet Rock
Message In A Bottle,The Police,1979,0.2,0.88,0.58,0.03,0.81,0,0.09,0.21,0.74,0.07,0.69,4,0.88,Old Rock
Heartbreaker - 1990 Remaster,Led Zeppelin,1969,0.17,0.75,0.41,0.07,0.71,0.5,0.82,0.12,0.68,0.16,0.45,4,0.66,Old Rock
Don't Speak,No Doubt,1995,0.18,0.81,0.53,0.25,0.71,0,0.45,0.17,0.74,0.06,0.35,4,0.54,Sweet Rock
Dazed and Confused - 1990 Remaster,Led Zeppelin,1969,0.26,0.75,0.27,0.04,0.55,0.01,0.18,0.09,0.67,0.09,0.4,3,0.44,Old Rock
"Hello, I Love You",The Doors,1968,0.09,0.74,0.6,0.03,0.55,0,1,0.07,0.54,0.08,0.54,4,0.97,Old Rock
Take It Easy - 2013 Remaster,Eagles,1972,0.14,0.9,0.58,0.34,0.67,0,0.64,0.12,0.65,0.06,0.64,4,0.75,Old Rock
Beast Of Burden - Remastered,The Rolling Stones,1978,0.18,0.87,0.79,0.39,0.88,0,0.09,0.03,0.83,0.06,0.46,4,0.89,Old Rock
Man in the Box,Alice In Chains,1990,0.19,0.87,0.36,0,0.79,0,0.73,0.09,0.73,0.08,0.49,4,0.77,Sweet Rock
Ohio,"Crosby, Stills, Nash & Young",1974,0.12,0.8,0.45,0.26,0.53,0.02,0,0.17,0.63,0.05,0.36,4,0.76,Old Rock
I Won't Back Down,Tom Petty,1989,0.12,0.87,0.78,0.05,0.47,0,0.64,0.16,0.56,0.06,0.52,4,0.97,Sweet Rock
War Pigs / Luke's Wall - 2012 - Remaster,Black Sabbath,1970,0.32,0.77,0.34,0.22,0.62,0,0.82,0.27,0.59,0.15,0.84,4,0.42,Old Rock
Solsbury Hill,Peter Gabriel,1977,0.18,0.74,0.69,0.36,0.63,0,1,0.31,0.69,0.05,0.47,1,0.49,Old Rock
Legs - 2008 Remaster,ZZ Top,1983,0.18,0.73,0.62,0.01,0.95,0.07,0.36,0.35,0.79,0.07,0.58,4,0.77,Sweet Rock
Are You Gonna Be My Girl,Jet,2003,0.14,0.89,0.62,0,0.95,0,0.18,0.14,0.85,0.16,0.48,4,0.54,Modern Rock
Say It Ain't So,Weezer,1994,0.17,0.88,0.64,0.01,0.55,0,0.27,0.06,0.74,0.06,0.7,4,0.46,Sweet Rock
She Sells Sanctuary,The Cult,2000,0.17,0.76,0.56,0,0.77,0.88,0.64,0.12,0.69,0.05,0.64,4,0.42,Sweet Rock
Iron Man - 2012 - Remaster,Black Sabbath,1970,0.24,0.79,0.34,0,0.79,0,0.82,0.03,0.63,0.15,0.71,4,0.43,Old Rock
Cannonball,The Breeders,1993,0.14,0.77,0.51,0.01,0.76,0.79,0.27,0.28,0.66,0.07,0.52,4,0.74,Sweet Rock
Maybe I'm Amazed - Live,Paul McCartney,2003,0.19,0.31,0.34,0.41,0.93,0,0.64,0.98,0.85,0.13,0.68,4,0.41,Modern Rock
Can't Stop,Red Hot Chili Peppers,2002,0.18,0.95,0.63,0.02,0.94,0,0.82,0.16,0.85,0.08,0.42,4,0.88,Modern Rock
She Loves You - Mono / Remastered,The Beatles,2000,0.09,0.79,0.38,0.26,0.92,0,0.36,0.06,0.85,0.09,0.35,4,0.92,Sweet Rock
Hash Pipe,Weezer,2001,0.12,0.77,0.59,0,0.88,0.48,0.64,0.28,0.76,0.08,0.58,4,0.63,Sweet Rock
Hallelujah,Jeff Buckley,1994,0.28,0.06,0.34,0.93,0.14,0,0,0.36,0.63,0.06,0.46,3,0.1,Sweet Rock
Bad To The Bone,George Thorogood & The Destroyers,1982,0.2,0.81,0.47,0.01,0.73,0.07,0,0.38,0.61,0.06,0.68,1,0.96,Sweet Rock
Freak On a Leash,Korn,1998,0.17,0.88,0.36,0,0.9,0.11,0.18,0.38,0.78,0.09,0.47,4,0.53,Sweet Rock
Somebody Told Me,The Killers,2004,0.13,0.8,0.52,0,0.99,0,0.91,0.11,0.85,0.16,0.63,4,0.65,Modern Rock
Reelin' In The Years,Steely Dan,1972,0.19,0.85,0.53,0.13,0.76,0,0.18,0.08,0.66,0.07,0.62,4,0.77,Old Rock
Band On The Run - Remastered 2010,Wings,1973,0.21,0.85,0.49,0.08,0.6,0,0.64,0.1,0.69,0.06,0.57,4,0.68,Old Rock
Enjoy the Silence - Single Mix,Depeche Mode,1990,0.17,0.79,0.65,0.16,0.81,0,0,0.07,0.72,0.05,0.52,4,0.83,Sweet Rock
Mr. Jones,Counting Crows,1993,0.18,0.9,0.59,0.18,0.82,0,0,0.28,0.76,0.07,0.65,4,0.73,Sweet Rock
Norwegian Wood (This Bird Has Flown) - Remastered 2009,The Beatles,1965,0.08,0.81,0.43,0.18,0.37,0,0.36,0.1,0.6,0.07,0.81,3,0.66,Old Rock
Self Esteem,The Offspring,2005,0.17,0.88,0.46,0.02,0.91,0,0.45,0.36,0.84,0.11,0.48,4,0.62,Modern Rock
All the Young Dudes,Mott The Hoople,1972,0.14,0.75,0.43,0.21,0.67,0,0.36,0.53,0.73,0.08,0.36,4,0.4,Old Rock
The Logical Song - Remastered 2010,Supertramp,1979,0.17,0.87,0.63,0.51,0.76,0,0.45,0.14,0.77,0.08,0.55,4,0.7,Old Rock
Ticket To Ride - Remastered 2009,The Beatles,1965,0.13,0.77,0.53,0.05,0.85,0,0.82,0.22,0.75,0.12,0.57,4,0.76,Old Rock
Disarm - Remastered,The Smashing Pumpkins,1993,0.13,0.77,0.53,0.14,0.42,0.79,0.36,0.13,0.65,0.05,0.59,4,0.22,Sweet Rock
What's My Age Again?,blink-182,1999,0.1,0.02,0.41,0.02,0.96,0,0.55,0.08,0.73,0.13,0.72,4,0.57,Sweet Rock
Fly Away,Lenny Kravitz,1998,0.15,0.83,0.59,0.02,0.87,0,0.64,0.62,0.8,0.09,0.73,4,0.74,Sweet Rock
Starlight,Muse,2006,0.16,0.87,0.56,0,0.88,0,0.36,0.2,0.83,0.06,0.56,4,0.32,Modern Rock
Fool in the Rain - 1990 Remaster,Led Zeppelin,1979,0.25,0.75,0.55,0.09,0.87,0,0,0.08,0.7,0.09,0.6,4,0.77,Old Rock
I Heard It Through The Grapevine,Marvin Gaye,1968,0.13,0.87,0.72,0.27,0.36,0,0.27,0.12,0.63,0.07,0.54,4,0.62,Old Rock
Mary Jane's Last Dance,Tom Petty and the Heartbreakers,2008,0.18,0.86,0.47,0.03,0.65,0,0.64,0.32,0.68,0.11,0.78,4,0.54,Modern Rock
Daughter (Remastered),Pearl Jam,1993,0.16,0.81,0.62,0.01,0.7,0,0.64,0.05,0.67,0.05,0.45,4,0.74,Sweet Rock
Rooster,Alice In Chains,1992,0.25,0.82,0.27,0.03,0.55,0,0.91,0.11,0.7,0.05,0.66,3,0.2,Sweet Rock
Runnin' Down A Dream,Tom Petty,2019,0.18,0.83,0.48,0,0.96,0.62,0.82,0.62,0.76,0.07,0.78,4,0.72,Modern Rock
Heart Of Glass - Special Mix,Blondie,2002,0.18,0.48,0.67,0.01,0.78,0.04,0.36,0.17,0.7,0.06,0.53,4,0.82,Modern Rock
I Can't Explain - Mono Version,The Who,1965,0.08,0.62,0.58,0.05,0.69,0,0.82,0.06,0.8,0.11,0.64,4,0.86,Old Rock
You Give Love A Bad Name,Bon Jovi,1986,0.15,0.01,0.54,0.07,0.96,0,0,0.37,0.86,0.1,0.56,4,0.84,Sweet Rock
Down with the Sickness,Disturbed,2010,0.19,0.8,0.66,0,0.9,0,0.91,0.09,0.87,0.1,0.41,4,0.93,Modern Rock
You Really Got Me - 2015 Remaster,Van Halen,1978,0.1,0.81,0.46,0.02,0.95,0,0.09,0.16,0.77,0.24,0.63,4,0.65,Old Rock
The Pot,TOOL,2006,0.26,0.81,0.48,0,0.79,0.37,0.64,0.27,0.75,0.07,0.49,4,0.47,Modern Rock
Fell In Love With a Girl,The White Stripes,2001,0.07,0.52,0.15,0.68,0.98,0,0,0.81,0.9,0.36,0.88,4,0.37,Sweet Rock
Old Time Rock & Roll,Bob Seger,1978,0.13,0.87,0.72,0.21,0.94,0,0.55,0.06,0.86,0.07,0.57,4,0.97,Old Rock
Gimme Some Lovin' - Single Mix,The Spencer Davis Group,1966,0.12,0.73,0.61,0.22,0.56,0,0,0.27,0.76,0.06,0.68,4,0.43,Old Rock
Jack & Diane,John Mellencamp,1982,0.17,0.88,0.82,0.04,0.41,0,0.82,0.07,0.71,0.07,0.48,4,0.63,Sweet Rock
Werewolves of London - 2007 Remaster,Warren Zevon,1978,0.14,0.79,0.76,0.09,0.62,0.01,0.64,0.05,0.69,0.05,0.48,4,0.94,Old Rock
My Sharona,The Knack,1979,0.2,0.87,0.59,0.06,0.7,0,0,0.02,0.67,0.07,0.68,4,0.91,Old Rock
My Hero,Foo Fighters,1997,0.17,0.83,0.4,0,0.93,0,0.82,0.05,0.82,0.1,0.35,4,0.31,Sweet Rock
Tutti Frutti,Little Richard,1957,0.09,0.76,0.56,0.8,0.66,0,0.45,0.11,0.83,0.1,0.85,4,0.95,Old Rock
It's a Long Way to the Top (If You Wanna Rock 'N' Roll),AC/DC,1976,0.2,0.85,0.46,0.13,0.86,0.05,0.27,0.04,0.84,0.16,0.62,4,0.54,Old Rock
Hush,Deep Purple,1968,0.18,0.64,0.58,0.01,0.66,0.11,0.91,0.13,0.68,0.08,0.5,4,0.17,Old Rock
Down On The Corner,Creedence Clearwater Revival,1969,0.11,0.87,0.87,0.59,0.54,0,0,0.06,0.68,0.14,0.5,4,0.88,Old Rock
The Beautiful People,Marilyn Manson,1996,0.15,0.86,0.63,0,0.84,0.46,0.91,0.05,0.66,0.1,0.66,4,0.95,Sweet Rock
Jailhouse Rock,Elvis Presley,1958,0.1,0.86,0.66,0.41,0.58,0,0.91,0.06,0.67,0.14,0.77,4,0.92,Old Rock
Break on Through (To the Other Side),The Doors,1967,0.09,0.86,0.43,0.2,0.75,0,0.82,0.16,0.67,0.09,0.41,4,0.8,Old Rock
Longview,Green Day,1994,0.16,0.8,0.39,0.01,0.73,0.01,0.91,0.07,0.73,0.1,0.65,4,0.82,Sweet Rock
Billie Jean,Michael Jackson,1982,0.2,0.99,0.93,0.02,0.65,0.02,1,0.02,0.86,0.07,0.54,4,0.86,Sweet Rock
Zombie,The Cranberries,1994,0.21,0.96,0.31,0.02,0.63,0,0.64,0.36,0.69,0.06,0.77,4,0.31,Sweet Rock
Boys Don't Cry,The Cure,1979,0.1,0.88,0.47,0.01,0.84,0,1,0.17,0.78,0.11,0.77,4,0.68,Old Rock
What I Got,Sublime,1996,0.11,0.86,0.81,0.01,0.7,0,0.64,0.31,0.73,0.16,0.44,4,0.66,Sweet Rock
Here Comes The Sun - Remastered 2009,The Beatles,1969,0.12,0.98,0.56,0.03,0.54,0,0.82,0.17,0.64,0.06,0.59,4,0.4,Old Rock
Do You Feel Like We Do,Peter Frampton,1996,0.57,0.62,0.32,0.05,0.54,0.01,0,0.98,0.67,0.05,0.49,4,0.36,Sweet Rock
